Date,TimeOfCall,Age,Gender,Race,Language,City,Reason for Dispatch
3/21/2023,15:00:00,Not Given,Male,N/A,English,Eugene,Public Assist
3/21/2023,15:12:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/21/2023,15:49:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/21/2023,15:54:00,28,Male,White,English,Eugene,Check Welfare
3/21/2023,6:00:00,Not Given,Chose not to disclose,N/A,English,Springfield,Public Assist
3/21/2023,8:05:00,14,Female,N/A,English,Springfield,Public Assist
3/21/2023,11:08:00,Not Given,Chose not to disclose,White,English,Springfield,Public Assist
3/21/2023,9:25:00,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
3/21/2023,12:45:00,Not Given,Female,N/A,English,Springfield,Public Assist
3/21/2023,14:40:26,45,Female,White,English,Springfield,Police Assist
3/21/2023,14:40:18,42,Male,Two or More Unspecified Race,English,Springfield,Public Assist
3/21/2023,15:47:00,14,Chose not to disclose,N/A,English,Springfield,Public Assist
3/21/2023,11:41:18,38,Male,N/A,English,Eugene,Suicidal Subject
3/21/2023,13:23:25,58,Male,N/A,English,Eugene,Check Welfare
3/21/2023,14:44:19,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/21/2023,14:56:05,Not Given,Male,N/A,English,Springfield,Check Welfare
3/21/2023,15:45:15,Not Given,Male,N/A,English,Eugene,Check Welfare
3/21/2023,17:12:25,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/21/2023,18:03:00,Not Given,Female,N/A,English,Eugene,Check Welfare
3/21/2023,17:59:12,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/21/2023,18:37:08,49,Female,N/A,English,Eugene,Public Assist
3/21/2023,17:26:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/21/2023,17:29:17,33,Male,White,English,Eugene,Police Assist
3/21/2023,18:05:34,Not Given,Female,N/A,English,Eugene,Public Assist
3/21/2023,18:21:52,Not Given,Female,White,English,Eugene,Check Welfare
3/21/2023,19:27:40,33,Male,White,English,Eugene,Check Welfare
3/21/2023,20:07:12,37,Male,White,English,Eugene,Check Welfare
3/21/2023,20:38:11,Not Given,Male,N/A,English,Eugene,Check Welfare
3/21/2023,20:42:56,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/21/2023,20:51:00,61,Female,White,English,Eugene,Check Welfare
3/21/2023,21:30:42,38,Male,White,English,Eugene,Public Assist
3/21/2023,21:56:25,Not Given,Male,N/A,English,Eugene,Public Assist
3/21/2023,23:10:00,Not Given,Male,N/A,English,Eugene,Check Welfare
3/21/2023,23:22:09,21,Female,White,English,Eugene,Public Assist
3/22/2023,0:39:10,Not Given,Female,N/A,English,Eugene,Public Assist
3/22/2023,1:01:00,Not Given,Female,N/A,English,Eugene,Public Assist
3/22/2023,1:22:57,Not Given,Male,N/A,English,Eugene,Check Welfare
3/22/2023,1:33:40,Not Given,Male,N/A,English,Eugene,Check Welfare
3/22/2023,1:47:35,Not Given,Female,N/A,English,Eugene,Public Assist
3/22/2023,2:14:00,45,Female,White,English,Eugene,Check Welfare
3/22/2023,2:39:37,31,Male,White,English,Eugene,Police Assist
3/22/2023,4:21:07,47,Female,White,English,Eugene,Police Assist
3/21/2023,18:01:00,17,Male,White,English,Springfield,Check Welfare
3/21/2023,19:55:00,49,Female,N/A,English,Springfield,Check Welfare
3/21/2023,20:34:00,Not Given,Male,Two or More Unspecified Race,English,Springfield,Public Assist
3/21/2023,21:35:00,46,Male,White,English,Springfield,Check Welfare
3/21/2023,23:25:45,49,Male,White,English,Springfield,Public Assist
3/22/2023,0:03:28,24,Male,N/A,English,Springfield,Public Assist
3/22/2023,2:18:00,34,Female,Two or More Unspecified Race,English,Springfield,Police Assist
3/21/2023,19:25:32,33,Female,American Indian,English,Eugene,Public Assist
3/21/2023,20:28:20,45,Male,White,English,Eugene,Check Welfare
3/21/2023,21:09:01,45,Female,White,English,Eugene,Public Assist
3/22/2023,10:18:00,Not Given,Female,White,English,Springfield,Check Welfare
3/22/2023,10:44:00,Not Given,Male,White,English,Springfield,Public Assist
3/22/2023,11:25:00,Not Given,Female,White,English,Springfield,Public Assist
3/22/2023,12:32:54,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
3/22/2023,14:18:00,Not Given,Male,White,English,Eugene,Check Welfare
3/22/2023,13:30:00,38,Male,Black or African American,English,Springfield,Check Welfare
3/22/2023,14:55:00,53,Male,White,English,Springfield,Check Welfare
3/22/2023,5:24:00,60,MALE,White,English,Eugene,Transport
3/22/2023,5:45:00,21,Female,N/A,English,Eugene,Transport
3/22/2023,6:05:00,42,MALE,WHITE,English,Eugene,Police Assist
3/22/2023,7:45:00,49,Female,N/A,English,Eugene,Transport
3/22/2023,8:01:00,43,MALE,WHITE,English,Eugene,Transport
3/22/2023,8:56:00,Not Given,Chose not to disclose,N/A,English,Eugene,Transport
3/22/2023,9:40:00,Not Given,Female,N/A,English,Eugene,Suicidal Subject
3/22/2023,10:50:00,Not Given,Female,N/A,English,Eugene,Suicidal Subject
3/22/2023,12:03:00,Not Given,FEMALE,N/A,English,Eugene,Check Welfare
3/22/2023,12:23:00,Not Given,MALE,WHITE,English,Eugene,Check Welfare
3/22/2023,14:39:00,Not Given,FEMALE,N/A,English,Eugene,Check Welfare
3/22/2023,14:55:00,42,MALE,WHITE,English,Eugene,Suicidal Subject
3/22/2023,15:19:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/22/2023,15:30:00,Not Given,MALE,N/A,English,Eugene,Check Welfare
3/22/2023,15:56:00,47,MALE,White,English,Eugene,Public Assist
3/22/2023,17:30:32,42,Male,White,English,Springfield,Check Welfare
3/22/2023,17:52:22,60,Male,N/A,English,Springfield,Check Welfare
3/22/2023,19:29:01,60,Female,White,Eugene,Springfield,Public Assist
3/22/2023,11:24:17,46,Male,White,English,Eugene,Check Welfare
3/22/2023,12:50:33,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/22/2023,12:23:33,Not Given,Male,N/A,English,Eugene,Public Assist
3/22/2023,13:24:48,42,Male,White,English,Eugene,Check Welfare
3/22/2023,14:00:59,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/22/2023,14:12:46,Not Given,Male,White,English,Eugene,Check Welfare
3/22/2023,14:18:47,26,Female,White,English,Eugene,Check Welfare
3/22/2023,15:53:33,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/22/2023,16:53:51,14,Female,White,English,Eugene,Check Welfare
3/22/2023,15:21:16,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/22/2023,18:41:58,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/22/2023,18:59:58,Not Given,Male,White,English,Eugene,Check Welfare
3/22/2023,19:39:30,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/22/2023,19:53:13,47,Male,White,English,Eugene,Check Welfare
3/22/2023,20:04:06,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/22/2023,20:32:41,Not Given,Male,White,English,Eugene,Check Welfare
3/22/2023,22:00:38,Not Given,Female,N/A,English,Eugene,Check Welfare
3/22/2023,22:22:46,19,Male,White,English,Eugene,Check Welfare
3/22/2023,23:06:52,44,Male,White,English,Springfield,Public Assist
3/22/2023,23:48:08,55,Female,White,English,Springfield,Public Assist
3/23/2023,0:48:20,29,Female,White,English,Springfield,Public Assist
3/23/2023,1:29:27,77,Female,N/A,English,Springfield,Public Assist
1/25/2023,11:00:00,17,Female,White,English,Springfield,Public Assist
3/23/2023,3:00:13,52,Male,White,English,Springfield,Public Assist
3/23/2023,3:46:16,31,Non-Binary/ Gender Queer,N/A,English,Springfield,Public Assist
3/22/2023,17:21:57,Not Given,Non-Binary/ Gender Queer,N/A,English,Eugene,Public Assist
3/22/2023,17:49:19,42,Female,Black or African American,English,Eugene,Check Welfare
3/22/2023,19:09:48,30,Male,N/A,English,Eugene,Transport
3/22/2023,19:42:08,Not Given,Male,N/A,English,Eugene,Check Welfare
3/22/2023,19:51:37,28,Female,Two or More Unspecified Race,English,Eugene,Check Welfare
3/22/2023,20:08:10,15,Male,White,English,Eugene,Counseling
3/22/2023,22:02:00,20,Male,White,English,Eugene,Police Assist
3/22/2023,22:47:33,36,Male,White,English,Eugene,Public Assist
3/22/2023,23:09:00,52,Male,White,English,Eugene,Public Assist
3/22/2023,23:31:49,14,Female,White,English,Eugene,Check Welfare
3/23/2023,1:08:00,Not Given,Female,N/A,English,Eugene,Check Welfare
3/23/2023,1:40:54,15,Male,White,English,Eugene,Police Assist
3/23/2023,2:38:00,Not Given,Female,White,English,Eugene,Check Welfare
3/23/2023,2:56:00,27,Female,White,English,Eugene,Suicidal Subject
3/23/2023,3:30:00,24,Male,White,English,Eugene,Check Welfare
3/23/2023,4:20:23,Not Given,Male,N/A,English,Eugene,Check Welfare
3/23/2023,5:15:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/23/2023,5:27:00,34,Male,White,English,Eugene,Public Assist
3/23/2023,5:49:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/23/2023,5:52:00,Not Given,Female,N/A,English,Eugene,Check Welfare
3/23/2023,6:12:00,35,Male,Black or African American,English,Eugene,Check Welfare
3/23/2023,6:25:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/23/2023,6:37:00,47,Male,White,English,Eugene,Public Assist
3/23/2023,6:50:00,50,Male,White,English,Eugene,Counseling
3/23/2023,7:30:00,52,Female,White,English,Eugene,Public Assist
3/23/2023,8:17:00,61,Male,White,English,Eugene,Public Assist
3/23/2023,9:00:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/23/2023,9:19:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/23/2023,9:35:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/23/2023,10:07:00,30,Female,Black or African American,English,Eugene,Public Assist
3/23/2023,13:10,16,Non-Binary/ Gender Queer,N/A,English,Springfield,Counseling
3/23/2023,6:40:00,Not Given,Chose not to disclose,White,English,Springfield,Public Assist
3/23/2023,13:30:00,Not Given,Chose not to disclose,N/A,English,Springfield,Public Assist
3/23/2023,14:27:00,16,Female,N/A,English,Springfield,Public Assist
3/23/2023,11:30:06,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/23/2023,11:51:37,34,Female,White,English,Eugene,Public Assist
3/23/2023,12:52:41,Not Given,Male,N/A,English,Eugene,Transport
3/23/2023,13:01:33,19,Female,White,English,Eugene,Check Welfare
3/23/2023,13:57:42,Not Given,Male,N/A,English,Eugene,Check Welfare
3/23/2023,13:59:35,Not Given,Male,White,English,Eugene,Public Assist
3/23/2023,15:18:04,43,Female,White,English,Eugene,Check Welfare
3/23/2023,16:06:44,17,Female,Other Single Race,Eugene,Eugene,Suicidal Subject
3/23/2023,17:44:00,46,Female,N/A,English,Springfield,Check Welfare
3/23/2023,18:10:00,32,Male,White,English,Springfield,Check Welfare
3/23/2023,18:29:00,33,Female,N/A,English,Springfield,Check Welfare
3/23/2023,19:05:00,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
3/23/2023,19:18:21,40,Chose not to disclose,N/A,English,Springfield,Public Assist
3/23/2023,22:17:00,40,Male,Two or More Unspecified Race,English,Springfield,Public Assist
3/23/2023,22:54:07,25,Female,White,English,Springfield,Public Assist
3/24/2023,1:35:00,50,Female,White,English,Springfield,Public Assist
3/23/2023,17:45:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/23/2023,18:07:00,33,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/23/2023,18:26:00,26,Male,White,English,Eugene,Police Assist
3/23/2023,19:50:43,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/23/2023,19:38:52,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/23/2023,19:46:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/23/2023,20:27:00,27,Male,Black or African American,English,Eugene,Public Assist
3/23/2023,21:21:37,27,Female,White,English,Eugene,Public Assist
3/23/2023,22:10:37,17,Chose not to disclose,N/A,English,Eugene,Police Assist
3/23/2023,22:05:00,Not Given,Chose not to disclose,White,English,Eugene,Public Assist
3/23/2023,22:32:00,46,Male,White,English,Eugene,Public Assist
3/23/2023,22:40:46,Not Given,Male,N/A,English,Eugene,Public Assist
3/23/2023,22:44:00,61,Female,White,English,Eugene,Public Assist
3/23/2023,23:41:16,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/24/2023,0:05:00,47,Male,White,Eugene,Eugene,Check Welfare
3/24/2023,0:15:00,42,Male,White,English,Eugene,Check Welfare
3/24/2023,0:30:00,37,Male,White,English,Eugene,Public Assist
3/24/2023,0:35:39,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/24/2023,0:43:00,48,Male,White,English,Eugene,Public Assist
3/24/2023,0:51:25,Not Given,Female,White,English,Eugene,Check Welfare
3/24/2023,1:11:43,50,Male,White,English,Eugene,Public Assist
3/24/2023,1:28:00,Not Given,Male,White,English,Eugene,Public Assist
3/24/2023,1:40:00,Not Given,Female,N/A,English,Eugene,Public Assist
3/24/2023,1:44:00,46,Female,N/A,English,Eugene,Public Assist
3/24/2023,3:07:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/24/2023,3:11:22,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/24/2023,3:39:13,Not Given,Chose not to disclose,N/A,English,Eugene,EMS Assist
3/24/2023,3:48:00,35,Male,White,English,Eugene,Public Assist
3/24/2023,4:18:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/24/2023,4:33:00,Not Given,Female,N/A,English,Eugene,Check Welfare
3/24/2023,5:23:40,46,Male,White,English,Eugene,Public Assist
3/24/2023,5:50:10,24,Male,Other Single Race,English,Eugene,Check Welfare
3/24/2023,6:40:30,60,Female,White,English,Eugene,Check Welfare
3/24/2023,7:05:28,31,Male,White,English,Eugene,Check Welfare
3/24/2023,7:38:00,30,Female,Other Single Race,English,Eugene,Check Welfare
3/24/2023,8:04:07,51,Female,White,English,Eugene,Public Assist
3/24/2023,11:14:02,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
3/24/2023,11:50:16,Not Given,Male,White,English,Eugene,Check Welfare
3/24/2023,12:08:54,Not Given,Female,N/A,English,Eugene,Check Welfare
3/24/2023,12:44:14,43,Male,White,English,Eugene,Public Assist
3/24/2023,12:24:29,61,Male,White,English,Eugene,Public Assist
3/24/2023,13:38:19,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/24/2023,13:47:27,72,Female,White,English,Eugene,Check Welfare
3/24/2023,11:04:24,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
3/24/2023,11:17:00,47,Male,White,English,Springfield,Public Assist
3/24/2023,11:40:00,54,Male,N/A,English,Springfield,Check Welfare
3/24/2023,12:35:00,Not Given,Male,White,English,Eugene,Check Welfare
3/24/2023,13:08:00,32,Male,Other Single Race,English,Springfield,Police Assist
3/24/2023,15:03:00,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
3/24/2023,15:16:00,38,Female,White,English,Springfield,Check Welfare
3/24/2023,11:29:23,53,Male,White,English,Eugene,Public Assist
3/24/2023,12:32:54,56,Male,White,English,Eugene,Check Welfare
3/24/2023,12:10:53,Not Given,Chose not to disclose,N/A,English,Eugene,Information Not Available
3/24/2023,13:56:02,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/24/2023,14:21:40,34,Female,White,English,Eugene,Check Welfare
3/24/2023,15:05:11,75,Male,White,English,Eugene,Check Welfare
3/24/2023,15:25:56,26,Female,White,English,Eugene,Police Assist
3/24/2023,15:13:19,Not Given,Female,Black or African American,English,Eugene,Public Assist
3/24/2023,17:06:16,Not Given,Male,White,English,Eugene,Check Welfare
3/24/2023,18:07:17,48,Male,White,English,Eugene,Public Assist
3/24/2023,18:48:43,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/24/2023,19:01:56,24,Male,White,English,Eugene,Public Assist
3/24/2023,21:40:34,Not Given,Male,White,English,Eugene,Check Welfare
3/24/2023,22:30:02,Not Given,Male,White,English,Eugene,Check Welfare
3/24/2023,17:32:26,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/24/2023,17:46:46,Not Given,Female,N/A,English,Eugene,Public Assist
3/24/2023,18:00:15,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/24/2023,18:19:52,Not Given,Male,White,English,Eugene,Check Welfare
3/24/2023,19:20:02,Not Given,Chose not to disclose,N/A,Eugene,Eugene,Check Welfare
3/24/2023,19:33:46,35,Male,Two or More Unspecified Race,English,Eugene,Public Assist
3/24/2023,20:02:59,46,Male,White,English,Eugene,Public Assist
3/24/2023,20:36:08,46,Male,White,English,Eugene,Public Assist
3/24/2023,20:55:48,Not Given,Chose not to disclose,N/A,English,Eugene,Information Not Available
3/24/2023,21:35:00,47,Male,White,English,Eugene,Public Assist
3/24/2023,22:32:33,Not Given,Female,N/A,English,Eugene,Public Assist
3/24/2023,0:32:13,91,Male,White,English,Eugene,Public Assist
3/25/2023,1:58:15,Not Given,Female,N/A,English,Eugene,Public Assist
3/25/2023,2:24:07,Not Given,Female,White,English,Eugene,Public Assist
3/25/2023,2:36:57,74,Male,White,English,Eugene,Public Assist
3/25/2023,2:55:26,45,Male,White,English,Eugene,Public Assist
3/25/2023,3:13:57,Not Given,Female,N/A,English,Eugene,Check Welfare
3/25/2023,3:28:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/25/2023,3:31:46,59,Female (Assigned Male at Birth),White,English,Eugene,Check Welfare
3/25/2023,3:50:23,Not Given,Male,N/A,English,Eugene,Public Assist
3/25/2023,3:58:16,Not Given,Male,White,English,Eugene,Check Welfare
3/24/2023,17:21:14,35,Female,White,English,Springfield,Public Assist
3/24/2023,18:31:00,Not Given,Female,White,English,Springfield,Check Welfare
3/24/2023,18:46:23,Not Given,Chose not to disclose,N/A,English,Springfield,Public Assist
3/24/2023,19:23:34,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
3/24/2023,19:37:48,Not Given,Chose not to disclose,N/A,English,Springfield,Public Assist
3/24/2023,19:56:26,25,Male,White,English,Springfield,Police Assist
3/24/2023,20:47:51,18,Female,N/A,English,Springfield,Suicidal Subject
3/24/2023,20:50:46,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
3/24/2023,21:08:10,60,Female,White,English,Springfield,Public Assist
3/24/2023,21:51:04,42,Female,White,English,Springfield,Public Assist
3/25/2023,0:06:00,42,Male,White,English,Springfield,Check Welfare
3/25/2023,0:16:00,32,Male,White,English,Springfield,Public Assist
